DSC,simulate,analyze,score,score.metric
32,bigstep,HPR,beta1_cover,1
33,bigstep,HPR,beta1_cover,1
34,bigstep,HPR,beta1_cover,1
35,bigstep,HPR,beta1_cover,1
36,bigstep,HPR,beta1_cover,1
37,bigstep,HPR,beta1_cover,1
38,bigstep,HPR,beta1_cover,0
39,bigstep,HPR,beta1_cover,1
40,bigstep,HPR,beta1_cover,1
41,bigstep,HPR,beta1_cover,1
42,bigstep,HPR,beta1_cover,1
43,bigstep,HPR,beta1_cover,1
44,bigstep,HPR,beta1_cover,1
45,bigstep,HPR,beta1_cover,1
46,bigstep,HPR,beta1_cover,1
47,bigstep,HPR,beta1_cover,1
48,bigstep,HPR,beta1_cover,1
49,bigstep,HPR,beta1_cover,1
50,bigstep,HPR,beta1_cover,1
51,bigstep,HPR,beta1_cover,1
52,bigstep,HPR,beta1_cover,1
53,bigstep,HPR,beta1_cover,1
54,bigstep,HPR,beta1_cover,1
55,bigstep,HPR,beta1_cover,1
56,bigstep,HPR,beta1_cover,1
57,bigstep,HPR,beta1_cover,1
58,bigstep,HPR,beta1_cover,1
59,bigstep,HPR,beta1_cover,1
60,bigstep,HPR,beta1_cover,1
61,bigstep,HPR,beta1_cover,1
62,bigstep,HPR,beta1_cover,1
63,bigstep,HPR,beta1_cover,1
64,bigstep,HPR,beta1_cover,1
65,bigstep,HPR,beta1_cover,1
66,bigstep,HPR,beta1_cover,1
67,bigstep,HPR,beta1_cover,1
68,bigstep,HPR,beta1_cover,1
69,bigstep,HPR,beta1_cover,1
70,bigstep,HPR,beta1_cover,1
71,bigstep,HPR,beta1_cover,1
72,bigstep,HPR,beta1_cover,1
73,bigstep,HPR,beta1_cover,1
74,bigstep,HPR,beta1_cover,0
75,bigstep,HPR,beta1_cover,1
76,bigstep,HPR,beta1_cover,1
77,bigstep,HPR,beta1_cover,1
78,bigstep,HPR,beta1_cover,1
79,bigstep,HPR,beta1_cover,1
80,bigstep,HPR,beta1_cover,1
81,bigstep,HPR,beta1_cover,1
82,bigstep,HPR,beta1_cover,1
83,bigstep,HPR,beta1_cover,1
84,bigstep,HPR,beta1_cover,0
85,bigstep,HPR,beta1_cover,1
86,bigstep,HPR,beta1_cover,0
87,bigstep,HPR,beta1_cover,1
88,bigstep,HPR,beta1_cover,1
89,bigstep,HPR,beta1_cover,1
90,bigstep,HPR,beta1_cover,1
91,bigstep,HPR,beta1_cover,1
92,bigstep,HPR,beta1_cover,1
93,bigstep,HPR,beta1_cover,1
94,bigstep,HPR,beta1_cover,1
95,bigstep,HPR,beta1_cover,1
96,bigstep,HPR,beta1_cover,1
97,bigstep,HPR,beta1_cover,1
98,bigstep,HPR,beta1_cover,1
